"AGID","lab_id","catalog_number","set_id","peptide_target","TCGA-2J-AAB4-01A","TCGA-2J-AAB8-01A","TCGA-2J-AAB9-01A","TCGA-2J-AABA-01A","TCGA-2J-AABF-01A","TCGA-2J-AABH-01A","TCGA-2J-AABK-01A","TCGA-2J-AABO-01A","TCGA-2J-AABR-01A","TCGA-2L-AAQA-01A","TCGA-2L-AAQI-01A","TCGA-2L-AAQJ-01A","TCGA-2L-AAQL-01A","TCGA-3A-A9I5-01A","TCGA-3A-A9IB-01A","TCGA-3A-A9IH-01A","TCGA-3A-A9IU-01A","TCGA-3A-A9IX-01A","TCGA-3A-A9IZ-01A","TCGA-3E-AAAZ-01A","TCGA-F2-6879-01A","TCGA-F2-A44G-01A","TCGA-F2-A8YN-01A","TCGA-FB-A4P5-01A","TCGA-FB-A4P6-01A","TCGA-FB-A545-01A","TCGA-FB-A5VM-01A","TCGA-FB-A78T-01A","TCGA-FB-AAPQ-01A","TCGA-FB-AAPZ-01A","TCGA-FB-AAQ1-01A","TCGA-FB-AAQ6-01A","TCGA-H6-A45N-01A","TCGA-HV-A5A6-01A","TCGA-HZ-7919-01A","TCGA-HZ-7925-01A","TCGA-HZ-8001-01A","TCGA-HZ-8002-01A","TCGA-HZ-8003-01A","TCGA-HZ-8005-01A","TCGA-HZ-8315-01A","TCGA-HZ-8519-01A","TCGA-HZ-A4BK-01A","TCGA-IB-7644-01A","TCGA-IB-7646-01A","TCGA-IB-7647-01A","TCGA-IB-7649-01A","TCGA-IB-7651-01A","TCGA-IB-7652-01A","TCGA-IB-7885-01A","TCGA-IB-7886-01A","TCGA-IB-7887-01A","TCGA-IB-7888-01A","TCGA-IB-7889-01A","TCGA-IB-7890-01A","TCGA-IB-7891-01A","TCGA-IB-7893-01A","TCGA-IB-8126-01A","TCGA-IB-8127-01A","TCGA-IB-A5SO-01A","TCGA-IB-A5SP-01A","TCGA-IB-A5SQ-01A","TCGA-IB-A5SS-01A","TCGA-IB-A5ST-01A","TCGA-IB-A6UF-01A","TCGA-IB-A7LX-01A","TCGA-IB-A7M4-01A","TCGA-IB-AAUM-01A","TCGA-IB-AAUN-01A","TCGA-IB-AAUO-01A","TCGA-IB-AAUP-01A","TCGA-IB-AAUS-01A","TCGA-IB-AAUU-01A","TCGA-LB-A7SX-01A","TCGA-LB-A8F3-01A","TCGA-LB-A9Q5-01A","TCGA-M8-A5N4-01A","TCGA-OE-A75W-01A","TCGA-PZ-A5RE-01A","TCGA-Q3-A5QY-01A","TCGA-Q3-AA2A-01A","TCGA-RB-A7B8-01A","TCGA-RB-AA9M-01A","TCGA-S4-A8RM-01A","TCGA-S4-A8RO-01A","TCGA-S4-A8RP-01A","TCGA-US-A776-01A","TCGA-US-A779-01A","TCGA-US-A77E-01A","TCGA-US-A77G-01A","TCGA-XD-AAUH-01A","TCGA-XD-AAUI-01A","TCGA-XD-AAUL-01A","TCGA-XN-A8T5-01A","TCGA-YB-A89D-01A","TCGA-YH-A8SY-01A","TCGA-YY-A8LH-01A","TCGA-Z5-AAPL-01A"
"AGID00259",1426,"9375","Set181","PKC-a-b-II_pT638_T641",1.331933854017,0.701022339958592,0.0824782758061203,1.10835086330289,-0.807972946199297,0.371335708032179,0.61528029526275,0.985408366832948,-0.0647986912614805,0.922952794844208,1.47304419352439,0.313528458550122,0.841759866980571,0.971142654207457,0.856095908008189,0.994626913437862,0.0466354355425791,0.894077403433797,0.203908639515389,1.51871697539268,NA,-0.1876779,0.9537625,1.055697,0.9777166,0.475801,0.1508394,1.292962,1.903815,0.4145336,1.51793,0.4449429,1.223569,0.1350131,1.511729,0.367852,0.3126838,1.175503,1.195049,0.2656401,1.362293,0.6293001,0.936185,-0.6556202,-0.8426213,0.9460499,1.011472,1.28449,1.781118,-0.5568499,1.215593,-0.5022476,1.055415,1.322632,1.286416,1.335703,0.6728716,-0.5807475,0.8562164,1.044855,1.006213,0.8532777,0.6526073,-0.1687832,0.5811278,0.4410261,0.4446189,1.180052,0.609037,1.447853,0.9367616,0.4846111,1.055141,0.6336239,1.387422,0.4531052,-0.2483313,0.7420476,-0.3573544,0.6953833,-0.01082944,-0.3190223,0.9450724,1.126688,0.4653044,0.9913214,0.9442705,0.94574,0.4238438,0.4578581,0.9861187,0.4428331,0.7070898,1.182422,0.6901105,-0.780172,0.9630654,-0.7835685
"AGID00172",529,"05-154","Old","PKCALPHA",0.88583,0.62477,0.62119,0.83114,-0.11808,0.53227,0.64352,0.95094,-0.3171,0.45982,1.0313,0.28247,0.25274,0.74113,0.27564,0.42356,-0.014698,0.4028,0.02729,1.2056,0.055044,-0.011689,0.96466,0.42298,0.35769,-0.077065,-0.35343,0.79833,1.0743,0.30994,1.1532,0.42109,0.71804,0.19682,0.89941,0.47278,-0.72866,0.30288,0.68792,-0.4679,0.51561,0.75445,0.73114,-0.30124,-0.67011,-0.04893,0.28139,0.77588,0.64977,-0.33816,0.40703,-0.59325,0.20208,0.36879,0.1941,0.60259,0.071152,-0.44775,0.20919,0.38707,0.60476,0.3696,-0.044258,-0.39804,0.93768,-0.013701,0.44344,0.78142,0.37984,0.86975,0.5783,0.10286,0.99572,0.24619,1.0491,0.12563,-0.26699,0.53816,-0.11599,0.01508,-0.24262,0.2701,0.097371,0.6536,0.19233,0.63278,0.44232,0.43816,0.58446,0.765,0.7935,0.63449,-0.06025,0.99287,0.23588,-0.16617,0.33971,-0.5058
"AGID00460",530,"06-822","Old","PKCALPHA_pS657",0.84883,0.62534,0.42577,0.65445,-0.033126,0.34045,0.78455,0.96281,-0.17587,0.90328,1.2679,0.6003,0.61518,1.041,0.66302,0.97149,-0.032567,0.72681,0.30342,1.2071,0.52658,0.096088,0.88118,0.89547,0.8574,0.34061,0.15089,1.0355,1.1427,0.49349,1.0679,1.2461,0.94092,0.53733,1.257,0.69454,-0.47417,0.56938,0.57132,-0.087199,0.98894,0.90148,0.84638,-0.18144,-0.41592,0.49632,0.62942,0.872,1.0834,-0.18924,0.688,-0.41809,0.58588,0.80722,0.63096,0.86724,0.47868,-0.2371,0.61757,0.80566,0.86471,0.67804,0.43972,-0.14156,1.0378,0.39095,0.69985,0.8738,0.82289,1.209,0.89889,0.51716,1.2031,0.76839,1.1656,0.3958,0.054067,0.15467,0.44582,0.54764,0.1066,0.51349,0.5296,0.92753,0.5279,0.88523,0.95605,0.78359,0.81911,0.6731,0.86033,0.68559,0.27253,1.0468,0.68987,0.030278,0.72859,-0.085322
"AGID00114",932,"07-875","Old","PKCDELTA_pS664",0.0099192,-0.072114,-0.054618,0.018373,-0.15088,-0.74472,-0.085315,-0.15461,-0.27832,0.073162,0.35549,0.44246,0.072273,0.079476,0.09097,0.10389,-0.20377,0.10033,-0.0048978,0.35278,0.04937,-0.0045383,0.12989,0.25124,0.097518,0.079012,-0.18051,0.20628,0.064046,-0.14999,0.15651,-0.14087,0.20989,-0.059612,0.29934,-0.020376,-0.080058,0.028663,0.077132,0.096305,0.29302,0.11959,0.066531,-0.099127,-0.12652,0.099939,0.0034288,0.13965,0.16427,-0.1934,-0.095832,-0.023696,0.07044,0.11278,0.00056344,0.064143,0.026576,-0.19656,0.13139,0.098283,0.36481,0.040476,0.16494,-0.025905,0.10298,0.080609,0.1625,0.22299,0.11237,0.59394,0.15557,0.10998,0.18206,0.059525,0.12561,-0.013708,-0.056646,-0.0065439,-0.0027239,-0.012984,-0.0095746,-0.11494,0.042563,0.21047,0.0081887,0.17578,0.098707,0.048275,0.031403,-0.028701,0.040416,0.0093991,0.017697,0.12657,0.079466,-0.12496,0.15869,-0.19023
"AGID00163",1137,"9371","Old","PKCPANBETAII_pS660",0.033354,-0.63823,-0.97787,-0.31006,-1.5536,-1.0586,-0.21004,-0.30582,-0.91887,0.65015,0.91474,-0.54153,0.10362,0.40615,-0.25511,0.72799,0.0012388,0.36097,-1.065,0.52143,-0.036583,-1.3716,-0.64228,0.6894,0.31142,-0.025836,-0.18028,0.73688,0.10912,0.049674,0.10473,-0.8956,0.19524,-0.49221,1.0105,-1.0915,-0.76528,-0.078366,-0.05262,-0.53544,0.45723,0.32195,0.045934,-0.86435,-1.9566,0.18268,-0.1043,-0.38945,0.47505,-1.1063,-0.36623,-0.63219,-0.26686,0.30093,-0.070845,0.22416,-0.85715,-1.2104,0.53861,-0.001798,0.59228,0.038522,0.37421,-1.0196,0.38223,-0.51725,-0.23856,0.78257,0.070934,1.5518,0.47026,-0.069304,0.53233,0.62722,-0.32219,-0.36745,-0.71597,-0.86216,-0.58369,-0.35731,-0.41654,-0.56787,0.073062,0.72366,0.10643,0.76398,0.86008,0.28094,-0.10146,-0.23204,0.027905,-0.52957,-0.7046,0.47666,0.057224,-0.78143,0.37052,-1.2694
"AGID00126",1025,"4053","Old","PKM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGID00512",2489,"5690","Set181","PLC-gamma1",0.636315817046049,-0.530530712521665,-0.65149002572124,-0.0715815289485081,-2.07590918189072,-0.885720992714272,-0.111589396437675,0.224181322035159,-4.01103999786588,-0.00399794955789425,0.0381450829177708,-1.24212777705162,-0.0596528731591413,-0.0188352699052107,-0.197128969734834,-0.0327121532614371,-0.153677505279267,0.125298317790482,-0.968285823455046,0.620662827807775,NA,-2.83903,0.4348967,0.4305066,0.7682324,0.1799273,0.871446,-0.4173677,0.6232301,-0.1318364,0.5068581,-0.3177822,0.2910954,-0.5663885,0.3146816,-0.7578075,-2.085241,0.793643,-0.1802706,-0.1811761,0.7858045,0.01653707,-0.6164422,-2.336294,-1.466859,0.7820146,-0.185848,0.4358865,0.7044153,-0.9831951,0.1005231,-0.7016816,-0.01102673,-0.04642284,0.4925848,-0.1986522,0.6928714,-2.443063,0.9407576,0.007924865,-0.3406384,0.6193505,0.2224181,-0.7268562,-0.8796006,-0.9860318,-0.6253002,0.05942349,0.3444934,0.7597947,0.02352975,-0.2423003,-0.05087885,0.08733498,-0.08494351,-0.04020965,-0.8428444,0.5725946,-0.3266943,0.2614605,-0.1553038,-0.6262718,0.4204792,0.1182573,0.1812531,0.1817025,-0.003782033,0.1187848,-0.3322651,-1.591483,1.139244,0.02836959,0.2305684,-0.04961313,0.3596486,-1.756648,-0.3178296,-0.405595
"AGID02138",2441,"GTX133463","Set181","PLC-gamma2_pY759",0.56098159671758,0.61546798471394,0.525892388681316,0.556116961440466,0.631648728435628,0.378415016408746,0.917189517032475,0.705874995922984,0.409698201579987,0.393572198061454,0.749120420681174,0.606488388449764,0.703106053459035,0.329178167699011,0.7086646222608,0.450931427240759,0.0657355151462438,0.513751571635963,0.699595014325632,0.38088164886353,NA,0.8576325,0.6324185,0.6526601,0.7030167,0.4840482,0.5417019,0.7417619,0.8700762,0.6498429,0.7541224,0.5012466,0.5652647,0.2981083,0.4929059,0.6490631,1.432561,0.919182,1.492682,0.8195746,0.6800405,0.6509562,0.6644641,1.123419,0.8319628,0.7816065,0.6901888,0.747733,0.8484944,0.6899345,0.8482469,0.6325903,0.9376235,0.5452816,0.7216784,1.381422,1.284186,0.5699348,0.5439771,0.5760359,0.8079834,0.5140065,0.2067457,0.721076,0.404638,0.492197,0.5961605,0.8190112,0.4520988,0.373977,0.5728477,0.3910784,0.3611897,0.5804537,0.5368372,0.3816443,0.5409482,0.5696596,0.4858831,0.6724412,0.5325086,-0.1618916,0.5627889,0.6092156,0.5016313,0.2722322,0.4055963,0.6080472,0.5498726,1.170615,0.5310315,0.7946471,0.9553228,0.7292432,0.6308726,0.4190227,0.4043676,2.32114
"AGID00084",754,"4513","Set181","PLK1",-1.32600974611899,-0.657194910030542,-1.00871297524382,-1.41962480468083,-0.912498226544852,-1.62202952443208,-1.37031664892997,-1.39308155267867,-1.54709656712619,-0.450751886768734,-0.361380015270078,-0.611803093077129,-0.912608857982516,0.252616600058443,-0.746915451891924,-0.540537863285567,-0.969821385142745,-0.786292880935556,-0.804195343619811,-0.358226699472378,NA,-1.041718,-0.8147339,-1.119467,-0.8485964,-0.9573529,0.4254908,-0.9689039,-0.7524362,-0.9483244,-0.5172539,-0.9581546,-1.221655,-0.7545441,-0.4082917,-0.2049778,-0.8630408,-0.9976601,-0.9083934,-0.3586139,-1.179164,-1.607878,-1.228771,-0.714143,-0.004550878,-0.5821234,-0.2366023,-0.4678734,-0.8795486,-0.7076704,-0.5281023,-0.6208708,-0.7560158,-0.6728677,0.2454749,-0.835651,0.6266849,-1.002926,-1.026172,-0.7452723,-0.7181428,-0.4509169,-0.231286,-0.9015923,-1.168645,-0.908161,-0.3904902,-1.30699,-0.2501338,-0.7457146,-1.354816,-1.038559,-0.2185953,0.2504093,-1.031821,-1.006655,-0.5541847,-0.5716403,-0.5493842,-1.428465,-1.311206,-1.251215,-0.9470186,-0.9145062,0.3557529,-0.6284003,0.0897944,-1.290925,-1.043576,-0.9128191,-0.8903805,-0.8333718,-0.926572,-0.5943883,-0.9535189,-0.5181771,-0.6756383,-0.6362171
"AGID00203",1246,"22510002","Set181","PMS2",-0.613544437112153,-0.821257383096233,-1.06890774707206,-1.59190245867844,-1.63654196767238,-1.26558222283769,-0.853043952812076,-0.650969827341487,-1.59233207076679,-0.241051193827268,-0.504693485046532,-1.16702961818706,-0.630902604001719,-0.559703750219599,-0.559089110304912,-0.580659175236274,-0.897688504028886,-0.527701972808205,-1.13257064853487,-0.249112687141616,NA,-1.563577,-0.8199267,0.07818627,-0.2152198,-0.6413569,0.04663838,-0.6908356,-0.6572229,-0.9342199,-0.4481378,-1.205476,-0.4895051,-0.8764824,-0.2376788,-0.7597043,-1.037521,-0.2672107,-0.2430442,-0.3028281,-0.3471513,-0.8705273,-0.8151891,-1.272188,-1.148497,-0.460143,-0.5677115,-0.170001,-0.2724377,-1.215346,-0.4087492,-0.9072664,-0.3011871,-0.3372639,-0.3157166,-0.2483727,-0.205027,-1.700162,-0.5432219,-0.3932705,-0.3263084,-0.2279704,-0.1341395,-1.235035,-0.672812,-0.9509873,-0.8850334,-0.5650204,-0.6962774,-0.03127301,-0.7813916,-0.6803751,-0.6818195,-0.1178494,-0.2251132,-0.6992373,-1.225416,-0.9089791,-0.9705529,-0.852155,-0.5859767,-1.046991,-0.7625355,0.2926124,-0.03252012,-0.2649433,-0.3699753,-0.6794088,-0.8357743,-1.179358,-0.4100021,-0.730964,-0.9132755,-0.5849918,-0.7122989,-1.641339,-0.5624893,-0.8801881
"AGID00207",1254,"ab14734","Set181","Porin",-0.294148866259723,-0.227856369026806,-0.369137832609254,-0.314148770612715,-0.337781608643835,-0.156891974818919,-0.204413266035916,-0.334882665436367,-0.616629411303112,-0.102500557965804,-0.192087643593241,-0.242565160329089,-0.0983108780841172,-0.290441693519502,-0.225374021233238,-0.363644778619808,-0.43135558004823,-0.366329569173281,-0.161283701497284,-0.261580015157125,NA,-0.08415014,0.09648395,-0.2802313,-0.04362666,-0.1860299,-0.3785607,-0.2675551,-0.1629081,-0.1833331,-0.1315849,-0.3423792,-0.3007494,-0.4408818,-0.3187006,-0.05276676,0.6999111,0.1703308,0.4548404,-0.01719383,-0.2268338,0.08644694,-0.06716881,0.05792322,0.1628504,0.1857083,-0.0543606,0.407406,0.4893228,-0.2841283,-0.141758,0.4974671,0.1459928,-0.2438193,0.2051803,0.1391352,0.6759986,-0.04787791,-0.2938308,-0.3112827,0.01612966,-0.3088738,-0.4519541,-0.05473433,-0.2445758,-0.3190683,-0.3277404,-0.1560301,-0.2817818,-0.3340452,-0.3158435,-0.3106022,-0.2213823,-0.1958979,-0.3147096,-0.3045035,-0.03433057,0.09386946,-0.2451675,0.01030288,-0.09927171,-0.193267,-0.0430698,-0.03497501,-0.1232547,-0.2234483,-0.03670301,-0.2690439,-0.3781435,0.1687061,-0.1845783,-0.1096716,-0.09046764,-0.06038103,-0.1836834,-0.3743253,-0.2323259,0.1651969
"AGID00381",549,"1483-1/ab32085","Old","PR",0.15355,0.16366,0.17025,0.27044,0.28247,0.077735,0.30267,0.14677,0.14918,-0.098832,0.09214,0.25886,0.1752,0.35269,0.31076,-0.039535,-0.085934,0.11267,0.32773,0.16898,0.07002,0.44704,0.15497,0.033648,0.0031364,0.18099,-0.17274,0.15029,0.082059,0.13381,0.070324,-0.010329,0.19362,0.10994,-0.12198,0.16722,0.22378,0.17462,1.2041,0.18278,-0.023161,0.6752,1.1753,0.10871,0.27449,0.17143,0.19253,0.31005,0.12298,0.25645,0.090664,0.39894,0.43661,0.21957,0.009566,0.25436,0.16545,0.23432,0.10035,0.15069,0.1011,-0.016731,0.10356,0.22864,0.51523,0.28748,0.11192,0.41824,-0.056484,-0.021922,0.080156,0.252,0.057822,-0.030689,0.10994,0.10112,0.16096,0.10994,0.081554,0.49344,0.32592,0.38378,0.050567,0.0043863,-0.025827,0.059914,0.21515,0.098102,0.16449,1.3271,-0.1062,0.32613,0.29465,-0.031961,0.10039,0.1706,0.028216,-0.020147
"AGID00081",738,"AHO1031","Set181","PRAS40",-0.112983223117591,-0.0624416655359325,0.0335185159327632,-0.0926083027095037,-0.0366563987694312,-0.0716396159188565,-0.0648979350982447,-0.110991575133046,-0.124449859137643,0.0175017534650874,0.0182163361696521,0.194468107242375,0.0966181671357032,0.0114226067973609,0.16339086854412,0.0228270378117205,0.0346187317520975,0.088074603095412,0.126007650250331,0.0261038067849037,NA,0.1233139,-0.04063132,-0.2054683,0.00594972,0.04494334,0.05216624,0.05988083,-0.100204,0.09708066,-0.01217523,-0.081329,0.0151942,0.008239377,-0.020954,-0.0008554371,0.2094803,-0.07515209,0.2478177,0.07571199,-0.1355873,-0.1191019,0.04798499,0.1352493,0.09151401,0.004629035,0.1284139,0.1891451,0.1845513,0.0002038954,-0.05460216,0.1293661,0.1093931,0.07785573,-0.07743324,0.1408493,0.3410657,-0.01820631,-0.1262641,0.0841391,0.01692259,-0.008876958,0.04460792,0.1034085,-0.01119704,0.1122764,0.05646204,-0.04715012,0.01935184,0.02040191,0.02979341,0.05125801,0.01546634,-0.01085439,-0.04055847,-0.02860226,0.08776677,0.053535,-0.0324292,0.02904546,0.06161619,0.06838701,-0.09808527,-0.03591673,-0.06142907,0.04761832,0.07079742,0.0789328,0.05734367,0.2220427,-0.1299852,0.007566408,-0.05015636,-0.01197722,0.04249968,0.08847674,0.02642084,0.1040828
"AGID00082",739,"44-1100G","Old","PRAS40_pT246",0.15226,-0.13925,-0.23797,0.0042137,-0.3618,-0.2901,-0.22649,0.021336,-0.039781,-0.13192,0.054264,-0.24597,-0.056639,-0.15086,-0.14331,-0.12313,-0.032487,-0.18921,-0.26381,-0.092284,-0.18554,-0.31682,-0.51545,0.023411,-0.19562,-0.25197,-0.11674,0.18374,0.032988,0.076326,0.2268,-0.14895,0.062448,-0.30215,0.094983,-0.44176,-0.35595,0.05609,-0.072575,-0.21879,-0.12272,0.025631,-0.25418,-0.35606,-0.32476,-0.097125,-0.33158,-0.46916,-0.094905,-0.19486,-0.25356,-0.080179,-0.32974,-0.12651,-0.17265,-0.010467,-0.42014,-0.41559,-0.035711,-0.12963,-0.22176,-0.11242,-0.17565,-0.42262,-0.17524,-0.19667,-0.30239,0.15704,-0.24614,-0.26871,-0.080162,-0.28319,-0.29214,-0.096402,-0.24387,-0.21613,-0.44036,-0.32777,-0.42541,-0.050047,-0.18291,-0.29014,-0.23998,0.017565,-0.067237,0.047372,-0.019953,-0.20857,-0.28275,-0.46885,0.027348,-0.1238,-0.2313,-0.31511,-0.19313,-0.42146,-0.25839,0.083079
"AGID00424",2398,"OAAF05458","Set181","PRC1_pT481",-0.289154425599086,-0.619244711014842,-0.617188298094052,-0.343871256000394,-0.545735889593466,-0.507440964609551,-0.646657844735551,-0.27103849471356,-0.747149685903947,0.0804673550573246,-0.00373911377315947,-0.245277680842632,-0.116308130430558,-0.170901984425154,-0.0975705188740698,-0.150243869721322,-0.0829713759304872,-0.0949195645279292,-0.2432633888882,-0.175417320592964,NA,-0.375984,-0.5013201,-0.1447525,-0.1058224,-0.1842498,-0.2393423,-0.1873373,-0.2497114,-0.1494661,-0.368791,-0.8696027,-0.2341961,-0.4250171,-0.05902852,-0.5807484,-0.03730012,0.1340639,-0.07851873,-0.07144854,-0.1002209,-0.02075498,-0.1695084,-0.1473963,-0.414197,-0.03487458,-0.3296148,-0.7319569,-0.06624993,-0.04822298,-0.2455654,0.06970874,-0.1783751,-0.1143135,-0.0574992,-0.02797559,-0.2212388,-0.497795,-0.05253239,-0.2962517,-0.2546098,-0.01482472,-0.05438457,-0.4197344,-0.3840137,-0.05126281,-0.4934715,0.1787868,-0.199879,-0.004647104,-0.04299711,-0.1822207,-0.1980281,-0.15226,-0.1902954,-0.2937381,-0.4264292,-0.4294712,-0.3389251,0.2196775,-0.1787372,-0.6410087,-0.01884229,-0.01782446,-0.1020375,-0.03440374,0.118735,-0.108309,-0.2454276,-0.2536671,-0.3262674,-0.1623425,-0.1264318,-0.2223942,-0.03796241,-0.3092712,-0.2644931,0.005715224
"AGID00492",1205,"HPA007730","Old","PRDX1",0.16826,0.2805,0.36232,-0.071598,0.65675,0.078349,0.39374,-0.2643,0.32965,-0.39169,0.049903,0.3793,0.049496,-0.049489,-0.18807,-0.041964,0.053871,-0.21329,0.6083,-0.011205,0.23724,0.93603,0.39318,-0.072139,-0.0067392,0.016109,-0.15116,-0.014459,-0.059146,0.12361,0.44505,0.030972,-0.10306,-0.00087623,0.22784,0.18441,0.3083,-0.12331,0.34315,-0.11568,-0.13808,0.087846,0.30573,0.73444,0.48883,-0.013069,0.30372,0.39494,0.14819,0.39776,0.057042,0.69518,-0.010748,-0.0060942,-0.15427,0.068233,0.18023,0.33987,-0.16385,0.23111,0.434,0.077706,-0.32155,0.2513,0.00065705,0.097616,0.20492,0.25194,-0.32776,0.0037966,0.013955,-0.057771,0.045173,0.12407,-0.16002,0.20547,0.1328,0.01087,-0.064632,0.13712,-0.12434,0.59861,-0.2146,-0.067847,-0.13834,-0.047479,0.10205,0.1867,0.14904,1.0771,-0.027678,0.064836,-0.039112,0.075178,0.10052,0.21178,-0.0096757,0.51248
"AGID00190",1204,"ab102739","Old","PREX1",0.10859,0.00089414,0.15971,-0.47226,0.32003,0.58497,-0.06091,-0.30578,0.84142,-0.72225,-0.1486,0.37108,0.10997,0.15296,0.042664,0.2072,-0.12445,0.091047,-0.10475,-0.40374,-0.70981,0.34657,-0.51036,0.23319,0.3832,-0.54114,0.13314,-0.015441,0.094006,-0.18863,0.056686,-0.31494,0.25108,0.3738,-0.43726,0.47586,-0.0018107,0.2577,0.051676,0.075791,0.27793,-0.27842,0.20695,0.16082,0.20802,0.25491,0.51739,0.38826,0.2897,0.079405,0.13465,0.10692,0.4261,0.12634,-0.0010449,0.52244,-0.25049,0.70522,0.37031,0.037162,-0.072874,0.14707,0.22308,0.47413,0.46264,-0.43507,0.17378,-0.041349,-0.53866,0.64246,-0.20615,0.36153,0.069632,-0.17032,0.071617,0.46984,0.58061,-0.26298,0.022925,-0.19662,0.075026,0.31902,-0.27294,-0.34596,-0.28191,0.29616,-0.90141,-0.15172,0.23831,-0.40748,-0.0094617,0.11375,0.4426,-0.18035,-0.1617,0.65968,-0.37165,0.35049
"AGID00061",566,"9552","Old","PTEN",0.3876,0.094699,-0.51575,-0.20385,-0.33724,-0.98832,-0.019071,0.2403,-0.64187,0.29737,0.70603,0.26761,0.34094,0.2797,-0.1168,0.35405,0.16851,0.43148,-0.47798,0.42362,-0.19274,-0.75513,0.39223,0.31153,0.4776,0.090406,0.22541,0.036774,0.17572,-0.075064,0.19608,-0.0084081,0.39433,-0.074825,0.72181,0.44138,-0.2993,0.40847,0.19087,-0.055174,0.10935,0.056541,-0.29833,-0.19601,-0.13068,0.35097,0.11284,-0.14675,0.51066,0.17151,0.37762,-0.34759,0.43579,0.23589,0.42653,0.2472,0.21911,-0.63661,0.43621,0.27598,0.43244,0.57607,0.04208,-0.040293,0.053855,-0.16208,-0.0041547,0.38049,0.43783,0.29957,0.30209,0.55751,0.68022,0.50217,0.48607,0.069609,0.20993,-0.21956,-0.021702,0.21559,0.066909,0.19299,0.17423,0.33149,0.36714,0.48169,0.01994,0.53289,0.36764,-0.57279,0.50674,-0.33364,-0.0079099,0.51577,0.22297,-0.079676,0.46979,-0.26861
"AGID00364",2154,"ab76942","Set181","PTPN12",-0.272202432282295,-0.2409749115503,-0.405123051020557,-0.226276710390324,-0.169088055225082,-0.493177501085198,-0.69996625808859,-0.240182844251322,-0.942401678633779,0.118528515073359,0.154011022087488,-0.165275972022749,-0.0616911494410619,-0.169716436370978,-0.0325879707295754,0.275868273067225,-0.0262552765635313,0.379760862001976,-0.0651676948485371,0.215932927548827,NA,-0.3165505,0.06489861,0.03432689,0.4389366,0.06112819,0.4808872,-0.2195352,-0.1975214,-0.1816555,-0.05840589,-0.2841956,-0.1304544,-0.3360433,0.433419,-0.528595,-0.9097469,0.4580678,-0.44676,0.4731418,0.3309523,-0.6722358,-0.8260642,-0.5413504,-0.4100139,0.3484242,0.05287742,-0.2033269,0.09996445,-0.1307506,0.5419281,0.2995203,-0.04771667,0.047263,0.6457667,0.008269931,0.6116853,-0.4215017,0.3142263,0.2504184,0.1177499,0.6758953,0.3135491,-0.6770897,-0.3280897,0.5668033,-0.137567,-0.3729195,0.653956,-0.2076367,0.1897122,0.2708065,0.2855046,-0.03007447,0.587724,0.1319156,-0.6213836,-0.5220142,-0.2376962,-0.3367608,-0.3426074,0.2527746,0.09417259,0.1951287,0.1516347,-0.1354429,-0.344472,-0.4883759,0.05756407,-1.071416,0.01512063,0.06405839,-0.3235992,-0.01327892,0.2857918,-0.1782807,0.1664567,-0.231085
"AGID00218",1290,"4976","Set181","Puma",-0.39262896014861,-0.249668035608917,-0.0910133287208567,-0.492016233591411,0.0623582624134917,-0.37860223509725,-0.54438392901907,-0.557322562262671,-0.0636276939516318,-0.643308197962397,-0.724995129813462,0.0363272916529556,-0.567752882479077,-0.196737003367185,-0.597153070737334,-0.634687079867681,-0.737801808373691,-0.543978523927634,-0.581903108251394,-0.505113000391713,NA,0.04380516,-0.1589592,-0.7718602,-0.4979896,-0.7204379,-0.5671779,-0.6156714,-0.7266464,-0.4669533,-0.8359897,-0.3614573,-0.6124209,-0.07579432,-0.6278916,-0.6112473,-0.9933399,-0.7483524,-0.700511,-0.7866047,-0.8113087,-0.929631,-0.4483539,-0.5983648,-0.7127049,-0.8141177,-0.7207929,-0.7266078,-0.8033248,-0.8241509,-0.6851839,-0.6604064,-0.8532577,-0.8370662,-0.7660448,-0.8528139,-0.9512282,-0.4387607,-0.3128091,-0.5127186,-0.4883619,-0.4343303,-0.5753817,-0.1273505,-0.5826149,-0.4166346,-0.1002246,-0.5146442,-0.3918609,0.03822563,-0.7098107,-0.8086228,-0.5122363,-0.3243745,-0.2007154,-0.4604011,-0.4130485,-0.3955269,-0.4842521,-0.7442737,-0.6327004,-0.05094768,-0.8109266,-0.6614019,-0.6928665,-0.5069459,-0.5650286,-0.5636741,-0.3098454,-0.5305309,-0.5862519,-0.7776754,-0.5335408,-0.4032444,-0.3753491,-0.2891471,-0.3991883,-0.5634502
