"AGID","lab_id","catalog_number","set_id","peptide_target","TCGA-2J-AAB4-01A","TCGA-2J-AAB8-01A","TCGA-2J-AAB9-01A","TCGA-2J-AABA-01A","TCGA-2J-AABF-01A","TCGA-2J-AABH-01A","TCGA-2J-AABK-01A","TCGA-2J-AABO-01A","TCGA-2J-AABR-01A","TCGA-2L-AAQA-01A","TCGA-2L-AAQI-01A","TCGA-2L-AAQJ-01A","TCGA-2L-AAQL-01A","TCGA-3A-A9I5-01A","TCGA-3A-A9IB-01A","TCGA-3A-A9IH-01A","TCGA-3A-A9IU-01A","TCGA-3A-A9IX-01A","TCGA-3A-A9IZ-01A","TCGA-3E-AAAZ-01A","TCGA-F2-6879-01A","TCGA-F2-A44G-01A","TCGA-F2-A8YN-01A","TCGA-FB-A4P5-01A","TCGA-FB-A4P6-01A","TCGA-FB-A545-01A","TCGA-FB-A5VM-01A","TCGA-FB-A78T-01A","TCGA-FB-AAPQ-01A","TCGA-FB-AAPZ-01A","TCGA-FB-AAQ1-01A","TCGA-FB-AAQ6-01A","TCGA-H6-A45N-01A","TCGA-HV-A5A6-01A","TCGA-HZ-7919-01A","TCGA-HZ-7925-01A","TCGA-HZ-8001-01A","TCGA-HZ-8002-01A","TCGA-HZ-8003-01A","TCGA-HZ-8005-01A","TCGA-HZ-8315-01A","TCGA-HZ-8519-01A","TCGA-HZ-A4BK-01A","TCGA-IB-7644-01A","TCGA-IB-7646-01A","TCGA-IB-7647-01A","TCGA-IB-7649-01A","TCGA-IB-7651-01A","TCGA-IB-7652-01A","TCGA-IB-7885-01A","TCGA-IB-7886-01A","TCGA-IB-7887-01A","TCGA-IB-7888-01A","TCGA-IB-7889-01A","TCGA-IB-7890-01A","TCGA-IB-7891-01A","TCGA-IB-7893-01A","TCGA-IB-8126-01A","TCGA-IB-8127-01A","TCGA-IB-A5SO-01A","TCGA-IB-A5SP-01A","TCGA-IB-A5SQ-01A","TCGA-IB-A5SS-01A","TCGA-IB-A5ST-01A","TCGA-IB-A6UF-01A","TCGA-IB-A7LX-01A","TCGA-IB-A7M4-01A","TCGA-IB-AAUM-01A","TCGA-IB-AAUN-01A","TCGA-IB-AAUO-01A","TCGA-IB-AAUP-01A","TCGA-IB-AAUS-01A","TCGA-IB-AAUU-01A","TCGA-LB-A7SX-01A","TCGA-LB-A8F3-01A","TCGA-LB-A9Q5-01A","TCGA-M8-A5N4-01A","TCGA-OE-A75W-01A","TCGA-PZ-A5RE-01A","TCGA-Q3-A5QY-01A","TCGA-Q3-AA2A-01A","TCGA-RB-A7B8-01A","TCGA-RB-AA9M-01A","TCGA-S4-A8RM-01A","TCGA-S4-A8RO-01A","TCGA-S4-A8RP-01A","TCGA-US-A776-01A","TCGA-US-A779-01A","TCGA-US-A77E-01A","TCGA-US-A77G-01A","TCGA-XD-AAUH-01A","TCGA-XD-AAUI-01A","TCGA-XD-AAUL-01A","TCGA-XN-A8T5-01A","TCGA-YB-A89D-01A","TCGA-YH-A8SY-01A","TCGA-YY-A8LH-01A","TCGA-Z5-AAPL-01A"
"AGID00168",1146,"2865","Set181","c-Abl_pY412",-0.254927616095218,0.0621214318475531,0.0928273839388668,0.292883287484808,0.147792252456648,0.0702883461065284,0.376712635957854,0.623538241451625,0.803973986821741,0.0580751093924271,-0.0167870089255389,0.259231477349452,0.296434471779665,-0.101042154737758,0.166940910722018,0.0716704950990392,0.138031889198137,0.193934750277962,0.776255374941144,-0.0819741027558463,NA,0.02203402,0.2001102,-0.1969406,-0.321991,0.1554011,-0.159996,0.2214171,-0.06924245,0.466257,-0.2245615,0.3960573,0.03494002,0.1733355,-0.1311368,0.2748312,0.1632171,-0.1755416,-0.003796794,0.4186876,-0.04515019,-0.3671889,-0.03717884,0.2782067,0.281919,0.1227849,0.2659648,0.05684965,0.3379435,0.1467505,0.6670213,0.6307214,0.4657045,0.4408636,1.142296,-0.142902,0.186269,0.03133535,0.1072281,0.8710778,-0.03061754,-0.05202708,0.07213588,0.1359899,-0.2296866,0.7921694,0.07777627,-0.2075712,-0.02892516,-0.1014331,0.1478384,0.07607296,-0.06856373,0.2277423,-0.1353393,0.0433755,0.1841517,0.06509694,0.5941279,-0.02680163,0.3719527,0.07242365,0.09492224,-0.2990953,0.1660205,-0.1542923,0.1983948,0.168633,0.1586482,0.1597637,-0.1037931,0.19093,-0.1772338,-0.1903676,0.0517961,0.22555,0.2561295,3.269273
"AGID00278",1615,"3130","Set181","c-IAP2",0.288147031973763,0.0295346330854013,0.306104318943534,0.327260730964901,0.433355217504031,0.513292024613335,0.286574246112432,-0.0746599090172323,-0.548316353480374,0.333488753769056,0.45745808562794,-0.0580476569019708,0.454939627818522,-0.169971265754587,-0.151378089101631,0.134775472488372,-0.135256430830767,-0.0945706472745394,0.176388223328066,0.6152768848539,NA,-0.09119821,0.1433209,0.4099526,0.6271875,0.4407743,0.1624957,0.0641114,-0.5044923,0.4014787,-0.07049578,0.303495,0.4050825,0.4896896,0.07077721,0.4692369,0.286865,-0.1080365,-0.7503495,0.0316801,0.288638,0.8530602,-0.02749974,-0.9232883,-0.3852333,0.436529,0.1826709,-0.6082682,0.3391624,-0.5530078,-0.6007316,0.6511361,-0.555108,0.4669047,0.0364811,-0.3442373,-0.6867858,0.2826106,0.3142696,-0.1343486,0.162232,0.08689733,0.4023788,0.08696282,0.4017381,0.4589583,-0.271938,0.08806858,0.6308883,0.6810036,0.08229532,0.4753698,0.1714785,0.02271542,0.1527127,0.1814343,0.04726664,0.3316523,0.2627263,0.7910797,0.396269,-0.0665862,0.548333,0.7727506,0.3948332,0.4407015,0.03299841,0.178934,0.09818964,-0.1913738,0.7799059,0.8142644,0.5606795,0.328725,0.3519914,0.04020019,0.3028049,0.04782763
"AGID00345",1990,"5649","Old","CA9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGID00265",1565,"2862","Old","CABL",-0.15149,-0.082141,0.066964,-0.071777,0.23867,0.31177,0.018015,-0.030942,0.32658,-0.078775,-0.038153,0.038825,-0.047928,-0.17121,0.043041,-0.21287,0.13102,0.018377,0.81175,-0.029942,-0.18762,-0.020599,-0.11489,-0.19974,-0.028985,-0.045078,0.007797,0.034052,-0.1985,-0.1089,-0.07962,-0.26351,-0.082206,0.061679,-0.28594,0.23063,-0.04936,-0.14248,-0.10821,0.88648,-0.079752,-0.18629,-0.13642,0.46595,-0.0003917,-0.32341,-0.21876,-0.2892,0.00071633,0.028697,-0.15194,0.67907,-0.18303,-0.46325,-0.15123,-0.089012,0.070197,0.37021,0.072622,-0.084652,-0.20292,-0.14898,-0.066648,-0.038432,0.028498,-0.099722,-0.15831,-0.25224,-0.0033349,-0.11415,0.11047,0.11266,0.013225,-0.1371,-0.22827,0.17913,0.022059,0.067101,0.0084392,-0.20742,-0.10581,0.039218,-0.19295,-0.21124,-0.13666,-0.012808,-0.26764,-0.056332,0.010988,-0.16368,0.18203,0.22389,0.054824,0.056073,0.049807,0.27929,-0.17614,0.33274
"AGID00429",2407,"2679","Set181","Calnexin",-0.103693994143609,-1.11772201309807,-0.873046228345298,-0.83643689896617,-1.19105266463253,-0.776111646517717,-0.0773350551241063,-0.562104582504236,-0.801348452611873,-0.0563059657088832,0.108485532454877,0.074664715473361,-0.199770669465543,0.273855023550566,-0.189205023818703,-0.118304483211312,-0.459022330479343,-0.360617468898529,-0.77640915127602,-0.76008897635391,NA,-0.9218034,-0.2786514,-0.07623001,-0.09175985,-0.5203945,-0.5777787,0.3748534,-0.1648772,-0.307501,-0.3269917,-0.5956963,-0.1792993,-0.256806,-0.2827387,-0.4538174,-0.002381314,-0.4440126,0.07853966,-0.4017926,-0.5299061,0.01912433,0.441205,-1.073811,-0.9939353,-0.8065329,-0.5450448,-0.1512769,-0.3680215,-0.764662,-0.09462435,-0.6520183,-0.2652384,-0.6064836,-0.5683432,0.004614432,-1.071922,-1.031369,-0.2678043,-0.5509437,-0.2050408,-0.1210242,-0.4022346,-0.205488,0.4272864,-0.6947147,-0.3947376,0.4067201,0.02475139,-0.3322016,-0.2024226,-0.1929616,0.01294436,-0.105581,0.5298356,0.05332836,-0.495801,0.1064371,-0.6649553,-0.3546341,-0.6080221,-0.6429235,-0.342181,-0.07219227,-0.156683,0.04525327,0.3048634,-0.2989584,-0.1948731,0.7517648,0.2269517,-0.07091749,-0.4567118,0.5043272,-0.3649018,-0.6846157,-0.1097276,-0.2111861
"AGID00176",1165,"9496","Set181","Caspase-8-cleaved",-0.392822943539289,0.0380792941310716,0.1572605764515,0.301842551008837,0.0353086058267485,0.126317775323141,-0.128667162726411,0.594742896661773,0.339384315408961,0.105374075011624,0.145412385530548,0.0334292014905512,0.362401215251488,0.0536996955070119,0.722384878705762,0.184057002187815,0.366162693655348,0.952703649959816,0.628798195607924,-0.0782567522199842,NA,0.158854,-0.2762441,-0.3280057,-0.2781432,1.792686,0.2476156,-0.06653336,-0.01211308,0.5616402,-0.3935327,-0.1134073,-0.04643424,-0.08936957,0.1211825,0.4095215,0.2385197,0.8543413,0.5084716,0.9917391,0.09672645,-0.401707,0.004353776,0.2291249,0.4469106,1.073211,0.6099029,0.08707687,0.3278854,0.1954556,-0.0225791,0.6922148,0.5023579,0.4567848,1.404338,0.02292554,0.4731536,0.2910038,-0.07452657,0.03547066,-0.01371357,0.7512053,0.3142569,0.2784109,-0.3430317,0.7040747,-0.007070625,-0.09509139,0.8095779,0.2439366,0.2829846,0.08682768,0.03667205,-0.2461299,-0.1674106,-0.1667569,0.1620622,-0.2345561,-0.1883539,0.09523219,0.304034,-0.01176488,2.046675,-0.1442503,0.01533042,-0.2230508,-0.01889346,0.362644,0.1544472,0.2196554,-0.5581248,-0.813415,0.6643414,-0.1977612,0.05747906,0.0217992,-0.0113778,0.4866378
"AGID00623",111,"9665","Old","CASPASE3",-0.17239,-0.081625,-0.054912,-0.15104,0.27258,-0.51181,0.010117,-0.30315,0.087188,-0.024826,0.22952,0.17759,-0.1789,-0.10706,-0.065128,0.22833,-0.17624,0.051548,-0.19497,-0.1302,0.17323,0.21527,-0.0098795,-0.12298,-0.12179,-0.18072,-0.078046,-0.046826,-0.27433,-0.42961,-0.32349,-0.16358,-0.14216,0.041349,0.084162,-0.032811,0.0073872,-0.18828,-0.26405,-0.52788,-0.019446,-0.52763,-0.28711,0.3982,0.034252,-0.029497,-0.040998,0.087057,-0.28033,0.23654,0.052831,-0.049395,-0.17312,-0.13679,-0.22176,-0.23336,-0.2687,0.40536,-0.13193,-0.075935,0.059112,-0.040526,-0.08716,0.059759,-0.22529,-0.48911,0.080083,-0.17087,-0.10913,-0.012615,-0.13851,-0.10515,0.16017,0.04734,0.17582,-0.1201,0.20333,-0.19695,-1.2544e-06,-0.43424,-0.15256,0.073045,-0.30939,0.00054652,0.16414,-0.066128,0.41571,-0.014304,0.11105,-0.16576,-0.20326,0.020662,0.027001,-0.037938,0.10846,0.40072,0.039577,0.82109
"AGID00015",109,"9491","Old","CASPASE7CLEAVEDD198",-0.45277,-0.27832,-0.30936,-0.56224,0.34298,-0.18708,-0.45202,-0.67814,0.48771,-0.49742,-0.52226,0.18064,-0.53017,-0.43193,-0.26667,-0.25984,-0.098456,-0.55826,0.13189,-0.29399,-0.29275,0.038156,-0.22623,-0.30045,-0.69489,-0.38601,-0.29755,-0.62128,-0.44487,-0.54678,-0.87856,-0.17115,-0.37346,-0.061726,-0.389,-0.40018,0.27083,-0.48881,-0.62872,0.32768,0.013814,-0.40345,-0.50507,0.42688,0.30465,0.27065,-0.39054,1.2739,-0.74604,-0.058339,0.00074262,0.31727,-0.15851,-0.38667,-0.49961,-0.50732,-0.45144,0.044359,-0.46163,-0.21852,-0.45587,-0.62539,-0.31999,-0.25093,-0.45931,-0.032164,0.16045,-0.58439,0.74649,-0.25477,-0.5341,-0.31181,-0.43612,-0.28127,-0.3653,-0.39245,0.11972,-0.0012922,-0.15941,0.1884,0.41414,-0.083302,-0.21854,-0.65925,-0.74454,0.055673,0.17312,-0.49961,-0.43639,-0.43884,-0.81844,-0.74924,-0.19031,-0.55709,-0.69785,-0.33273,-0.39014,0.10538
"AGID00118",951,"9746","Old","CASPASE8",-0.036281,0.11904,0.063002,0.14732,0.086931,-0.80371,4.6181,-0.035141,-0.23458,0.047056,0.27197,0.1432,0.24164,0.096729,0.21152,0.16339,0.086328,0.11883,1.3052,2.1963,3.2281,-0.06934,3.6243,4.9393,-0.097103,0.73705,-0.067131,-0.24214,-0.12037,1.38,0.063189,4.8159,1.3145,-0.062344,-0.14702,2.6881,0.33262,0.08621,-0.085783,0.36788,0.25347,1.7195,2.2831,3.1748,0.53399,0.67406,0.10149,2.7934,0.93318,0.29269,0.16863,0.35458,0.13174,4.5034,0.0068927,3.5258,0.20769,0.13423,-0.035772,1.8639,0.060346,0.071367,0.11634,0.096442,1.3532,0.29073,-0.45105,-0.24553,0.78409,-0.046113,0.057689,2.4697,0.57215,-0.087481,-0.10028,0.0032846,0.017658,-0.030738,0.38187,0.49547,0.2665,0.28131,0.7462,4.4465,0.18059,0.061991,-0.075843,0.89796,-0.12585,2.2571,4.306,-0.85653,0.12742,3.6351,2.0656,0.33069,0.66689,3.5177
"AGID00537",935,"551246","Old","CASPASE9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGID00016",114,"3238","Old","CAVEOLIN1",0.7247,1.8493,1.4977,2.6794,2.2527,3.5026,1.2319,3.4393,2.0719,0.49931,-0.82564,0.008078,0.55229,1.5823,2.2765,-0.34949,2.3215,0.15163,0.14229,1.5596,0.062746,0.20283,1.511,-0.18926,1.0497,0.10326,0.84085,-1.0584,1.647,1.9604,1.8159,2.5354,0.25114,0.18162,0.85816,0.73494,1.0541,0.89985,0.15274,0.39534,0.85802,1.574,1.156,0.81458,0.59272,0.10145,0.12635,-0.52654,-0.57103,1.3779,0.45772,-0.17565,0.65539,0.1003,0.72922,0.050681,0.12719,0.75771,-0.03554,0.47058,-0.34819,0.78494,-0.20105,1.2136,0.36843,0.16323,0.51167,0.89545,0.56295,1.2622,0.034235,0.2347,-0.18927,0.49736,-0.48317,0.011675,1.1062,0.45581,1.5721,2.4223,2.663,1.1959,0.54168,-0.12153,-0.29747,-0.60882,-0.10405,-0.0739,1.1034,1.0111,3.0351,2.0966,1.9059,-0.28784,0.9577,0.2787,-0.80639,1.9261
"AGID00358",2100,"ab76000","Set181","CD134",-0.546195539109835,-0.140125533435136,-0.00278720330684988,0.120984915728439,-0.0310585757915355,-0.21595890646782,-0.359894960167386,0.736167967611339,1.42839983103073,-0.46848445514712,-0.303948804968799,0.167827312880015,-0.051968208962417,-0.137568692649764,0.347017119683359,-0.275802570122885,-0.121453198919384,0.278101406622277,0.337710867899082,-0.455615049951969,NA,0.1683293,-0.3665852,-0.3019281,-0.374894,0.02206238,-0.5291257,-0.1599202,-0.2726927,-0.05451696,-0.314848,0.03899026,0.007594663,-0.08808606,-0.4043707,-0.06381883,1.070278,-0.3421713,0.3741896,0.4311085,-0.6875159,-0.6690792,-0.1343325,0.3113684,0.2792829,-0.1503704,-0.1260155,-0.04464835,0.1193503,0.2308319,-0.444523,0.1785497,0.1031187,-0.07049682,-0.4128395,-0.03794168,0.7925266,-0.1247741,-0.637454,0.03076515,-0.3387339,-0.3405937,-0.1351792,0.2933963,-0.2720097,0.3311294,0.06482901,-0.314848,-0.3888866,-0.0252562,-0.05418148,-0.02122371,-0.314848,-0.2326681,-0.381333,-0.1919975,-1.001114e-05,-0.2390147,-0.1184611,-0.1686984,0.4391235,-0.2279061,-0.7398736,-0.6169392,-0.4566707,-0.2742611,-0.3193837,-0.1514945,-0.1110067,0.5267613,-0.4712509,0.003709938,-0.2521274,-0.454902,-0.3769561,0.1258737,-0.2268315,0.5196267
"AGID00303",1737,"826701","Set181","CD171",1.23225473443344,3.68074473358679,1.96113523522281,1.3019403407639,4.33461332479678,0.212853372045981,1.24798854721662,4.73455006657694,1.15879421891803,-0.337928014579461,0.421573564877188,0.913313444747681,2.23281320762509,3.45896115325511,2.58430365095857,0.952408957476814,1.51294876165724,4.78009932803223,-0.602017674998259,0.956848338357161,NA,2.124815,1.242225,0.4106017,0.6398405,-0.05423577,0.1358139,1.509282,-1.405838,1.290984,2.572274,-0.4752703,0.002546229,0.1689967,0.1849664,1.606257,-0.3153417,1.658929,0.7604551,1.358908,0.5965788,2.29509,1.304564,-2.035124,1.309983,-1.390002,0.1350386,-0.185814,-1.112928,0.1395887,0.6030398,-0.7504733,-0.1774583,-0.6592119,0.4419675,0.1409985,-1.00182,0.8070851,0.9899694,0.7190105,0.9485234,-0.5763991,-0.003635766,0.5049518,0.9655535,2.381598,0.4193024,1.125494,0.5269952,0.8873904,1.786208,1.417629,0.920588,0.9791058,0.2669463,0.04187368,4.123233,0.4657988,0.5010962,1.546067,0.3343138,2.014726,-0.1256128,-0.2060355,0.1784341,0.1447654,-0.520937,0.4198349,1.364743,3.818996,0.006506377,5.195644,3.266758,2.333168,0.3889944,1.932487,-0.01217088,-0.6134203
"AGID00410",125,"1632-1/ab78237","Old","CD20",-0.48852,-0.1776,-0.057555,0.036461,0.04325,0.24836,-0.19895,-0.15032,-0.39385,0.12339,0.12479,0.13231,0.35612,0.24287,0.38403,-0.055841,0.46188,0.23116,0.54453,0.041197,0.30127,0.10821,0.25706,-0.047971,-0.017115,0.35795,0.02633,-0.050659,-0.22775,-0.34912,-0.31595,-0.25538,0.32338,-0.016919,-0.085905,0.076776,0.15898,0.24097,0.27459,0.4277,0.08087,0.50641,0.39636,-0.019873,0.36779,0.24555,0.15493,0.076348,0.22058,0.058408,-0.054061,0.86126,0.21671,0.084931,0.20422,0.04704,0.16034,0.15682,0.037993,0.37906,0.1254,0.057529,0.23325,0.18439,0.008324,0.36798,0.056263,0.25638,0.0082981,0.68189,0.043266,0.32267,-0.080284,-0.11602,0.0096134,-0.043332,0.097327,0.17016,0.10765,0.58202,0.86401,0.51126,0.45926,-0.034553,-0.024405,-0.10406,0.10612,0.19528,0.18397,0.57064,-0.48992,-0.31598,0.47123,-0.017807,0.15961,0.044314,0.0080498,0.070663
"AGID00220",1308,"ab28340","Old","CD26",0.048131,-0.013735,-0.23668,-0.30893,-0.08407,0.24516,0.10073,-0.054087,0.12613,-0.079667,-0.24336,0.051864,-0.04246,0.16322,0.25072,-0.18936,0.56189,-0.016571,0.24936,0.64849,-0.017304,0.22121,0.26379,-0.10876,0.11659,-0.034635,0.041924,-0.090971,-0.28366,0.23711,-0.19842,-0.13009,-0.10356,0.14313,-0.023955,-0.065211,0.095241,-0.046283,0.015331,0.43375,-0.11884,0.22186,-0.015641,0.14228,-0.055587,-0.28329,-0.085843,-0.18747,-0.18993,0.17893,0.31961,0.29127,-0.21757,-0.2076,-0.14914,-0.16681,-0.0993,0.040041,-0.1454,0.10019,-0.026276,0.26915,-0.055961,-0.10981,-0.1524,0.20969,-0.2,0.01281,-0.012881,0.080367,0.013195,-0.14372,-0.0041771,-0.083772,0.12327,-0.038719,-0.04839,0.41038,0.25482,0.19754,0.17503,0.34996,-0.034824,-0.097102,-0.070881,-0.059485,-0.026779,0.012125,0.2626,0.44628,0.03321,0.23216,-0.099886,-0.064755,0.1546,0.0075523,-0.047636,-0.078647
"AGID00191",1206,"610467","Set181","CD29",0.0484970805196013,0.266553359951982,0.457232554162305,0.0650619421782121,0.499443807684502,0.202831985563374,0.186828405761933,0.103863575887057,0.0887017822732525,0.442852772456111,0.351427013245364,0.861499385416535,0.471152553700174,0.473525025271966,0.546821274002518,0.377010512567547,0.214091409332771,0.419846793968644,0.714527986386284,0.470450993662239,NA,0.6474904,0.2730118,0.2352986,0.2734751,0.344722,0.2263741,0.3111671,0.04566569,0.3840763,0.06132039,0.1069337,0.2239053,0.3851905,0.3029491,0.4628638,0.7916678,0.09737116,0.9215933,0.2874039,0.2245883,-0.06737618,0.3100531,0.6728947,0.5865965,0.292872,0.4933213,0.7205573,0.6856459,0.5066335,0.2044477,0.4226698,0.4029287,0.3896206,0.09887223,0.655522,1.158192,0.548433,0.1356632,0.3910749,0.2566764,0.3300881,0.3877116,0.633729,0.2669254,0.6252196,0.3602707,0.3799394,0.3788639,0.3541272,0.4255481,0.2158044,0.4367345,0.2841301,0.4716075,0.3636083,0.599468,0.393949,0.3248792,0.2882627,0.232403,0.5953849,0.139974,0.2744617,0.2877444,0.306422,0.2398394,0.5483349,0.5603384,0.6691999,0.1453057,0.6615255,0.2959627,0.3640252,0.5190149,0.7003743,0.3384173,0.4218109
"AGID00017",127,"M0823","Old","CD31",0.28174,0.11762,0.65861,0.4606,0.85448,0.42011,0.43949,0.42145,0.37408,-0.13675,0.055489,0.11866,0.20375,0.19368,0.50166,-0.019112,0.29478,0.19935,0.36637,-0.21322,0.043075,0.71477,-0.085817,0.12779,0.12828,0.042241,-0.083175,0.1342,0.13629,-0.11199,0.23866,0.5465,0.17283,0.32035,-0.077867,0.3235,0.30523,0.22823,0.50765,0.18514,0.11651,0.47161,0.41366,0.39131,0.40209,0.27992,0.21192,0.26875,0.032505,0.43478,0.23617,0.69009,0.13408,0.11709,0.03968,0.37444,0.13988,0.41661,0.16655,0.060523,0.16527,0.10384,0.16313,0.46475,0.38405,0.23045,0.22305,0.22385,-0.066631,0.43669,0.1218,0.29909,0.10185,0.22884,0.11243,0.23953,0.32453,0.1204,0.1141,0.39372,0.76516,0.25068,0.0086587,0.11072,-0.0029785,0.10814,0.28021,0.070676,0.26843,0.47068,-0.029072,0.16804,0.36377,0.043829,0.068764,0.34169,0.02324,0.56601
"AGID00369",2174,"ab108403","Set181","CD38",-0.0688484718191987,0.107130453661644,0.128246429446597,0.0512820206658507,0.225433409714543,-0.209288023370183,0.129456218299465,-0.24254150922825,-0.159093069105382,-0.204582067159654,-0.190653619069274,-0.139736704718477,-0.157021210474672,-0.241985345525776,-0.114588033867642,-0.327987553630803,0.235873173194594,-0.195200204906059,-0.159093069105382,-0.139340242687226,NA,1.008995,0.007223379,0.08971831,-0.06388581,-0.2738392,-0.3481996,-0.1457757,-0.9545601,-0.04558146,-0.07077979,0.2031936,-0.1714058,-0.1146061,-0.1842598,0.2565204,-0.8893065,-0.1131029,-0.609882,-0.8285017,-0.05178473,0.7270287,0.1133336,-0.2819738,-0.5003247,-0.8729696,-0.7112253,-1.160229,-0.928372,-0.2591407,-0.6868887,-0.04962099,-0.6780268,-0.6373722,-0.8996165,-0.8385492,-1.256291,0.917969,-0.09237135,-0.1484892,-0.1208158,-0.185366,-0.1702651,0.443921,0.2218552,0.004118443,-0.054205,0.006935912,-0.2492213,0.06184955,0.02137783,0.1179238,-0.1242689,0.1548256,-0.2960429,-0.1048155,0.5342263,-0.04668147,0.4180912,0.1279832,-0.07074312,0.1583948,0.1532918,-0.1214573,-0.358699,-0.1400797,-0.1534398,-0.02206996,0.06475933,1.193592,-0.1643061,0.09452815,0.1159738,0.001637413,-0.1745675,0.3512117,-0.1744445,-0.12609
"AGID00359",2104,"ab133616","Set181","CD4",1.15973028320688,0.386084641652979,1.27065141365681,0.258871818841955,1.76881444786802,1.57398776814402,0.402673300034993,0.248952365552297,1.93323273273956,-0.695448272255224,-0.339028658147953,0.10339092387829,-0.0203009138074617,1.24718831469865,0.28125972249926,0.257526426216133,0.513855935302171,0.387159743753055,-0.816196378467854,-0.623161148583038,NA,1.325397,-0.00868199,0.705232,0.3781612,-0.688047,0.5672656,0.1981524,0.5787618,-0.403802,1.142747,0.9559263,0.4647408,0.9843281,0.5420737,0.03042505,0.6860379,0.6253031,-0.03312764,-0.301132,0.3911415,-0.004157277,0.1419523,1.170673,0.1063692,1.217978,1.265799,1.011266,0.3820565,0.9667871,0.7785888,-0.847316,1.120293,-0.02958569,0.3309187,0.74859,-0.7358059,1.003103,0.9147082,0.04694473,0.2093513,0.365146,0.7615906,0.1466478,0.677626,-0.7873849,0.9547077,0.1983109,-0.2603945,3.18312,-0.3111384,0.3629598,0.2596805,0.3672898,-0.3187905,0.8558766,0.6851336,0.3662712,0.539258,0.2294717,1.336612,1.072277,-0.1891464,0.2013617,0.1286295,0.272195,-0.6045455,0.1973077,0.1135666,-0.0606339,0.2904781,0.09275944,0.7060816,-0.1308581,0.1292947,0.7736757,0.1072146,1.357843
"AGID00411",1398,"3570","Set181","CD44",-0.26024847663293,-0.354179689837549,0.508470820287159,-0.0366434550365077,0.767087251292488,0.207642343377793,-0.358062545676287,-0.211360063935881,0.328633818668813,-0.491611643275387,-0.709336674407144,0.132074855564133,-0.526668217460111,-0.337881296903455,0.405245634975343,-0.599910417691102,-0.047679297796992,-0.145986063537373,0.664563094074146,-0.556962696885664,NA,0.9699594,-0.1532526,0.03875375,0.08033117,0.1547892,-0.1944577,-0.2650105,-0.7369551,0.4579572,-0.5634166,0.7212326,-0.5105979,0.1342802,-0.3826621,0.1030726,0.00414413,-0.3121105,-0.5590718,0.8289357,-0.4962843,-0.03323732,-0.05616157,0.8501007,0.2818842,-0.3580994,0.4530833,-0.3393488,-1.018832,0.3910709,-0.5376234,0.8583137,-0.6072,-0.7748815,-0.05375401,-0.4538645,-0.1736639,0.3899163,-0.376052,-0.2319809,-0.3419504,0.03040809,0.0754125,0.4648238,0.154346,0.8052292,-0.1709228,-0.3954221,-0.1373489,0.1525093,-0.4402488,-0.1875116,-0.3945576,-0.01199049,-0.5240971,0.03696498,0.4813381,-0.1017708,0.3296329,-0.2552255,0.5747305,0.5435791,-0.7965978,-0.7811487,-0.5273458,-0.6009996,-0.3361821,-0.4311942,-0.06006532,0.1197176,0.03414816,0.8996601,0.1705885,-0.4502201,-0.1226898,0.3555307,-0.2194075,0.504692
